,SEMESTER,SPRADDR_ZIP_PR,IRO_INSTITUTION_DESCL,ENROLLMENT,YEAR
38260,Fall 2016,96750,Hawai`i Community College,2,2016
38273,Fall 2016,96795,University of Hawai`i at Hilo,6,2016
38280,Fall 2016,96706,University of Hawai`i at Manoa,2,2016
38285,Fall 2016,96816,Windward Community College,1,2016
38290,Fall 2016,96749,University of Hawai`i Maui College,1,2016
38291,Fall 2016,96733,University of Hawai`i at Manoa,1,2016
38293,Fall 2016,91326,University of Hawai`i at Manoa,1,2016
38307,Fall 2016,96762,University of Hawai`i - West O`ahu,1,2016
38309,Fall 2016,96815,University of Hawai`i - West O`ahu,2,2016
38319,Fall 2016,96709,University of Hawai`i - West O`ahu,2,2016
38322,Fall 2016,96822,University of Hawai`i at Manoa,1,2016
38333,Fall 2016,96741,Kapi`olani Community College,6,2016
38349,Fall 2016,98042,University of Hawai`i at Manoa,1,2016
38354,Fall 2016,96790,Kapi`olani Community College,2,2016
38357,Fall 2016,96732,Kapi`olani Community College,4,2016
38363,Fall 2016,92119,University of Hawai`i at Hilo,1,2016
38384,Fall 2016,96716,Honolulu Community College,2,2016
38394,Fall 2016,96706,University of Hawai`i at Manoa,2,2016
38398,Fall 2016,96728,University of Hawai`i Maui College,1,2016
38405,Fall 2016,96708,University of Hawai`i Maui College,1,2016
38411,Fall 2016,92596,University of Hawai`i at Manoa,1,2016
38439,Fall 2016,96746,University of Hawai`i - West O`ahu,6,2016
38444,Fall 2016,96792 0835,University of Hawai`i at Manoa,1,2016
38469,Fall 2016,96745,University of Hawai`i at Manoa,2,2016
38478,Fall 2016,92679,University of Hawai`i at Manoa,1,2016
38489,Fall 2016,96821,Windward Community College,4,2016
38502,Fall 2016,98116,Leeward Community College,1,2016
38505,Fall 2016,96740,University of Hawai`i Maui College,5,2016
38531,Fall 2016,96795,Honolulu Community College,1,2016
38543,Fall 2016,96789,University of Hawai`i - West O`ahu,1,2016
38549,Fall 2016,95023,University of Hawai`i at Manoa,1,2016
38577,Fall 2016,96819,Honolulu Community College,1,2016
38583,Fall 2016,91350,University of Hawai`i at Manoa,1,2016
38591,Fall 2016,95687,Hawai`i Community College,1,2016
38594,Fall 2016,96815,University of Hawai`i at Manoa,1,2016
38597,Fall 2016,96732-3628,University of Hawai`i at Manoa,1,2016
38601,Fall 2016,96768,University of Hawai`i Maui College,1,2016
38604,Fall 2016,96745,University of Hawai`i - West O`ahu,2,2016
38605,Fall 2016,91711,University of Hawai`i at Manoa,1,2016
38613,Fall 2016,95124,University of Hawai`i at Manoa,2,2016
38629,Fall 2016,96828,University of Hawai`i at Manoa,3,2016
38635,Fall 2016,96789,Kaua`i Community College,2,2016
38640,Fall 2016,20602,University of Hawai`i at Manoa,1,2016
38641,Fall 2016,95405,University of Hawai`i at Manoa,1,2016
38655,Fall 2016,96720,University of Hawai`i at Hilo,1,2016
38657,Fall 2016,92831,University of Hawai`i at Manoa,1,2016
38658,Fall 2016,90650,University of Hawai`i at Manoa,1,2016
38668,Fall 2016,92506,University of Hawai`i at Manoa,1,2016
38670,Fall 2016,96797,Leeward Community College,1,2016
38678,Fall 2016,96707,University of Hawai`i at Manoa,1,2016
38686,Fall 2016,96782,Honolulu Community College,1,2016
38690,Fall 2016,90247,University of Hawai`i at Manoa,1,2016
38705,Fall 2016,11096,University of Hawai`i at Manoa,1,2016
38711,Fall 2016,37042,University of Hawai`i at Manoa,1,2016
38717,Fall 2016,96817,Honolulu Community College,1,2016
38726,Fall 2016,96793,University of Hawai`i at Manoa,1,2016
38727,Fall 2016,96782,Kapi`olani Community College,2,2016
38729,Fall 2016,96708,Kaua`i Community College,1,2016
38730,Fall 2016,96778,University of Hawai`i at Hilo,1,2016
38741,Fall 2016,96753,Leeward Community College,1,2016
38751,Fall 2016,96819,Windward Community College,1,2016
38757,Fall 2016,95407,University of Hawai`i at Manoa,1,2016
38761,Fall 2016,96740,University of Hawai`i at Hilo,1,2016
38792,Fall 2016,96721,Leeward Community College,1,2016
38796,Fall 2016,96751,Kaua`i Community College,1,2016
38827,Fall 2016,98826,University of Hawai`i at Manoa,1,2016
38853,Fall 2016,95409,University of Hawai`i at Manoa,1,2016
38855,Fall 2016,96750,Windward Community College,1,2016
38862,Fall 2016,96730,University of Hawai`i - West O`ahu,3,2016
38863,Fall 2016,99301,Hawai`i Community College,1,2016
38864,Fall 2016,96753,University of Hawai`i at Manoa,1,2016
38867,Fall 2016,96752,Honolulu Community College,1,2016
38868,Fall 2016,96745,Kaua`i Community College,1,2016
38871,Fall 2016,96764,University of Hawai`i at Hilo,3,2016
38896,Fall 2016,96744-2022,Windward Community College,1,2016
38911,Fall 2016,96743,University of Hawai`i Maui College,1,2016
38924,Fall 2016,96789-1016,Honolulu Community College,1,2016
38977,Fall 2016,96825,Kapi`olani Community College,1,2016
38983,Fall 2016,96706,University of Hawai`i at Manoa,1,2016
38992,Fall 2016,96738,University of Hawai`i - West O`ahu,1,2016
38997,Fall 2016,96797 ,Leeward Community College,1,2016
38998,Fall 2016,96748,Leeward Community College,1,2016
39000,Fall 2016,30214,University of Hawai`i at Manoa,1,2016
39002,Fall 2016,96795,Kaua`i Community College,1,2016
39008,Fall 2016,93940,University of Hawai`i at Manoa,1,2016
39023,Fall 2016,96701,Kapi`olani Community College,1,2016
39024,Fall 2016,96701,Windward Community College,1,2016
39027,Fall 2017,96795,University of Hawai`i at Manoa,46,2017
39031,Fall 2017,96749,Hawai`i Community College,125,2017
39033,Fall 2017,96789,Leeward Community College,211,2017
39034,Fall 2017,96733,University of Hawai`i - West O`ahu,4,2017
39038,Fall 2017,96815,University of Hawai`i at Manoa,29,2017
39040,Fall 2017,96792,University of Hawai`i - West O`ahu,215,2017
39041,Fall 2017,96734,Kapi`olani Community College,56,2017
39044,Fall 2017,96792,Kapi`olani Community College,44,2017
39045,Fall 2017,96707,University of Hawai`i - West O`ahu,95,2017
39053,Fall 2017,96813,Windward Community College,12,2017
39064,Fall 2017,96821,Kapi`olani Community College,36,2017
39077,Fall 2017,96746,Kaua`i Community College,116,2017
39081,Fall 2017,96705,Kaua`i Community College,7,2017
39083,Fall 2017,96760,University of Hawai`i at Hilo,15,2017
39084,Fall 2017,96804,University of Hawai`i at Manoa,1,2017
39091,Fall 2017,94080,University of Hawai`i at Manoa,1,2017
39095,Fall 2017,96819,Leeward Community College,18,2017
39098,Fall 2017,96754,Kaua`i Community College,10,2017
39102,Fall 2017,96782,University of Hawai`i - West O`ahu,31,2017
39104,Fall 2017,96823,University of Hawai`i at Manoa,2,2017
39105,Fall 2017,96819,University of Hawai`i at Manoa,53,2017
39111,Fall 2017,96789,University of Hawai`i at Hilo,22,2017
39114,Fall 2017,96818,Leeward Community College,2,2017
39116,Fall 2017,96761,University of Hawai`i at Manoa,14,2017
39120,Fall 2017,96741,Kaua`i Community College,28,2017
39126,Fall 2017,96721,University of Hawai`i at Hilo,12,2017
39128,Fall 2017,94044,University of Hawai`i at Manoa,2,2017
39129,Fall 2017,96729,University of Hawai`i Maui College,38,2017
39137,Fall 2017,96768,Hawai`i Community College,4,2017
39139,Fall 2017,96752,Kaua`i Community College,28,2017
39142,Fall 2017,97223,University of Hawai`i at Manoa,1,2017
39158,Fall 2017,96753,Windward Community College,3,2017
39160,Fall 2017,96744,Leeward Community College,24,2017
39174,Fall 2017,96813,Honolulu Community College,1,2017
39179,Fall 2017,96704,Honolulu Community College,1,2017
39182,Fall 2017,96730,University of Hawai`i - West O`ahu,3,2017
39184,Fall 2017,96701,Windward Community College,1,2017
39185,Fall 2017,96746,University of Hawai`i at Manoa,1,2017
39203,Fall 2017,97045,University of Hawai`i at Manoa,1,2017
39209,Fall 2017,80129,Hawai`i Community College,1,2017
39220,Fall 2017,96755,Hawai`i Community College,23,2017
39222,Fall 2017,96720,University of Hawai`i at Hilo,1,2017
39223,Fall 2017,96766,Honolulu Community College,4,2017
39240,Fall 2017,96795,University of Hawai`i - West O`ahu,8,2017
39243,Fall 2017,96817,University of Hawai`i at Manoa,3,2017
39244,Fall 2017,96792-4034,University of Hawai`i - West O`ahu,1,2017
39250,Fall 2017,37801,Kaua`i Community College,1,2017
39253,Fall 2017,96819,Kapi`olani Community College,1,2017
39254,Fall 2017,96819,Leeward Community College,1,2017
39257,Fall 2017,96729,University of Hawai`i at Hilo,5,2017
39268,Fall 2017,96819,Kapi`olani Community College,2,2017
39279,Fall 2017,96797,Leeward Community College,3,2017
39292,Fall 2017,95023,University of Hawai`i at Manoa,1,2017
39297,Fall 2017,96790,University of Hawai`i Maui College,1,2017
39307,Fall 2017,96782,Kapi`olani Community College,1,2017
39309,Fall 2017,96766-1506,Kaua`i Community College,1,2017
39310,Fall 2017,96756,Kaua`i Community College,24,2017
39311,Fall 2017,96814,Hawai`i Community College,1,2017
39313,Fall 2017,96728,Hawai`i Community College,4,2017
39314,Fall 2017,96826,Windward Community College,1,2017
39343,Fall 2017,90504,University of Hawai`i at Manoa,1,2017
39344,Fall 2017,96817,University of Hawai`i at Hilo,5,2017
39346,Fall 2017,96740,Kapi`olani Community College,5,2017
39350,Fall 2017,01129,University of Hawai`i at Manoa,1,2017
39355,Fall 2017,96754,Kapi`olani Community College,2,2017
39359,Fall 2017,49403,University of Hawai`i at Manoa,1,2017
39362,Fall 2017,95376,University of Hawai`i at Manoa,1,2017
39386,Fall 2017,96751,University of Hawai`i - West O`ahu,1,2017
39390,Fall 2017,96743,University of Hawai`i Maui College,3,2017
39393,Fall 2017,96761,Kapi`olani Community College,4,2017
39407,Fall 2017,96753,University of Hawai`i at Manoa,9,2017
39410,Fall 2017,93066,University of Hawai`i at Manoa,1,2017
39413,Fall 2017,96791,Kapi`olani Community College,1,2017
39414,Fall 2017,96729,Hawai`i Community College,2,2017
39415,Fall 2017,96822,University of Hawai`i at Manoa,2,2017
39443,Fall 2017,96746,Kaua`i Community College,2,2017
39447,Fall 2017,96727,University of Hawai`i Maui College,1,2017
39450,Fall 2017,96732,Kapi`olani Community College,5,2017
39452,Fall 2017,96822,University of Hawai`i Maui College,1,2017
39468,Fall 2017,96748,University of Hawai`i at Hilo,6,2017
39508,Fall 2017,96818,Kapi`olani Community College,4,2017
39509,Fall 2017,95831,University of Hawai`i at Manoa,1,2017
39517,Fall 2017,92649,University of Hawai`i at Manoa,1,2017
39518,Fall 2017,96768,University of Hawai`i Maui College,1,2017
39520,Fall 2017,96765,University of Hawai`i at Hilo,2,2017
39522,Fall 2017,96738,University of Hawai`i at Hilo,6,2017
39527,Fall 2017,96816,University of Hawai`i at Manoa,1,2017
39528,Fall 2017,96744-2206,Windward Community College,1,2017
39537,Fall 2017,84003,University of Hawai`i at Manoa,1,2017
39543,Fall 2017,96744,Hawai`i Community College,1,2017
39548,Fall 2017,96769,Kaua`i Community College,2,2017
39552,Fall 2017,96740,Honolulu Community College,5,2017
39554,Fall 2017,96816,Kaua`i Community College,1,2017
39555,Fall 2017,96717,Honolulu Community College,4,2017
39558,Fall 2017,96825,Kapi`olani Community College,4,2017
39562,Fall 2017,96799,University of Hawai`i at Manoa,3,2017
39569,Fall 2017,90503,University of Hawai`i at Manoa,2,2017
39594,Fall 2017,96817,Kapi`olani Community College,1,2017
39598,Fall 2017,96749,University of Hawai`i at Manoa,7,2017
39625,Fall 2017,94954,University of Hawai`i at Manoa,1,2017
39643,Fall 2017,96719,University of Hawai`i - West O`ahu,1,2017
39650,Fall 2017,96745,Hawai`i Community College,1,2017
39663,Fall 2017,96818,Kaua`i Community College,3,2017
39667,Fall 2017,96790,Windward Community College,1,2017
39674,Fall 2017,96792,Leeward Community College,2,2017
39678,Fall 2017,96819,Honolulu Community College,3,2017
39684,Fall 2017,96701-3065,University of Hawai`i - West O`ahu,1,2017
39693,Fall 2017,98626,University of Hawai`i at Manoa,1,2017
39721,Fall 2017,91350,University of Hawai`i at Manoa,1,2017
39727,Fall 2017,96744-2022,Windward Community College,1,2017
39729,Fall 2017,96703,Kaua`i Community College,1,2017
39731,Fall 2017,96813,University of Hawai`i at Hilo,1,2017
39732,Fall 2017,96707,University of Hawai`i - West O`ahu,1,2017
39733,Fall 2017,96799,University of Hawai`i at Hilo,1,2017
39743,Fall 2017,96817,Kapi`olani Community College,1,2017
39772,Fall 2017,96746,University of Hawai`i Maui College,2,2017
39783,Fall 2017,96737,Kapi`olani Community College,1,2017
39792,Fall 2017,96792,University of Hawai`i Maui College,2,2017
39807,Fall 2017,95476,University of Hawai`i at Manoa,1,2017
39814,Fall 2017,96821,Windward Community College,1,2017
39816,Fall 2017,96818,Honolulu Community College,1,2017
39823,Fall 2017,96782,Leeward Community College,1,2017
39829,Fall 2017,96712,Leeward Community College,1,2017
39833,Fall 2017,98040,University of Hawai`i at Manoa,1,2017
39867,Fall 2017,98626,University of Hawai`i at Manoa,1,2017
39869,Fall 2017,96837,University of Hawai`i - West O`ahu,1,2017
39870,Fall 2017,96729,Honolulu Community College,2,2017
39884,Fall 2017,96796,University of Hawai`i at Hilo,1,2017
39907,Fall 2017,96734,University of Hawai`i at Manoa,1,2017
39915,Fall 2017,96795,Windward Community College,4,2017
39931,Fall 2017,90732,University of Hawai`i at Manoa,1,2017
39939,Fall 2017,96769,University of Hawai`i at Hilo,1,2017
39947,Fall 2017,95213,University of Hawai`i at Manoa,1,2017
39965,Fall 2017,92234,University of Hawai`i at Manoa,1,2017
39969,Fall 2017,96817,Honolulu Community College,2,2017
39977,Fall 2017,99516,University of Hawai`i at Hilo,1,2017
39983,Fall 2017,96731,Kapi`olani Community College,2,2017
39986,Fall 2017,96761,University of Hawai`i at Manoa,1,2017
39987,Fall 2017,96720,University of Hawai`i at Hilo,1,2017
39989,Fall 2017,96819,Kapi`olani Community College,1,2017
39991,Fall 2017,95210,Kapi`olani Community College,1,2017
39993,Fall 2017,90623,University of Hawai`i at Hilo,1,2017
40006,Fall 2017,96792,University of Hawai`i - West O`ahu,2,2017
40013,Fall 2017,83709,University of Hawai`i at Manoa,1,2017
40018,Fall 2017,96701,University of Hawai`i at Manoa,1,2017
40022,Fall 2017,92626,University of Hawai`i at Manoa,1,2017
40023,Fall 2017,98029,University of Hawai`i at Hilo,1,2017
40029,Fall 2017,96791,Kapi`olani Community College,1,2017
40030,Fall 2017,96750,Hawai`i Community College,1,2017
40031,Fall 2017,96706,Honolulu Community College,1,2017
40039,Fall 2017,96744-2220,University of Hawai`i at Manoa,1,2017
40040,Fall 2017,96745,University of Hawai`i - West O`ahu,2,2017
40044,Fall 2017,54729,Kapi`olani Community College,1,2017
40049,Fall 2017,96701,Leeward Community College,1,2017
40051,Fall 2017,96797,University of Hawai`i Maui College,1,2017
40052,Fall 2017,94572,University of Hawai`i at Manoa,1,2017
40064,Fall 2017,92831,University of Hawai`i at Manoa,1,2017
40066,Fall 2017,95377,University of Hawai`i at Manoa,1,2017
40073,Fall 2017,96720,Hawai`i Community College,2,2017
40074,Fall 2017,96730,University of Hawai`i at Manoa,2,2017
40084,Fall 2017,96779,University of Hawai`i - West O`ahu,1,2017
40095,Fall 2017,96819,Honolulu Community College,1,2017
40103,Fall 2017,96771,Leeward Community College,3,2017
40106,Fall 2017,96778,University of Hawai`i Maui College,1,2017
40113,Fall 2017,96749,Hawai`i Community College,2,2017
40123,Fall 2017,96717,University of Hawai`i at Manoa,1,2017
40125,Fall 2017,11096,University of Hawai`i at Manoa,1,2017
40146,Fall 2017,98826,University of Hawai`i at Manoa,1,2017
40148,Fall 2017,94520,University of Hawai`i at Manoa,1,2017
40166,Fall 2017,96709,Windward Community College,1,2017
40169,Fall 2017,96734,University of Hawai`i at Manoa,1,2017
40192,Fall 2017,95407,University of Hawai`i at Manoa,1,2017
40193,Fall 2017,92506,University of Hawai`i at Manoa,1,2017
40203,Fall 2017,96818,University of Hawai`i - West O`ahu,1,2017
40222,Fall 2017,96744-2019,Windward Community College,1,2017
40223,Fall 2017,96749,Hawai`i Community College,1,2017
40243,Fall 2017,96777,Hawai`i Community College,1,2017
40281,Fall 2017,96815,University of Hawai`i at Manoa,1,2017
40310,Fall 2018,96744,University of Hawai`i at Manoa,211,2018
40311,Fall 2018,96792,Leeward Community College,469,2018
40313,Fall 2018,96706,Honolulu Community College,34,2018
40315,Fall 2018,96732,University of Hawai`i - West O`ahu,11,2018
40319,Fall 2018,96813,Kapi`olani Community College,44,2018
40321,Fall 2018,96720,Leeward Community College,9,2018
40323,Fall 2018,96795,University of Hawai`i at Manoa,42,2018
40324,Fall 2018,96822,University of Hawai`i at Manoa,83,2018
40328,Fall 2018,96712,University of Hawai`i at Manoa,13,2018
40331,Fall 2018,96756,University of Hawai`i - West O`ahu,2,2018
40334,Fall 2018,96813,University of Hawai`i at Hilo,2,2018
40339,Fall 2018,96746,University of Hawai`i at Manoa,13,2018
40352,Fall 2018,96822,Leeward Community College,4,2018
40359,Fall 2018,96821,University of Hawai`i at Hilo,2,2018
40371,Fall 2018,96734,University of Hawai`i Maui College,1,2018
40379,Fall 2018,96786,Honolulu Community College,20,2018
40428,Fall 2018,96754,Kaua`i Community College,9,2018
40431,Fall 2018,96701,Windward Community College,14,2018
40437,Fall 2018,96716,Kaua`i Community College,22,2018
40442,Fall 2018,96717,Honolulu Community College,5,2018
40453,Fall 2018,96790,University of Hawai`i at Manoa,19,2018
40456,Fall 2018,96795,University of Hawai`i - West O`ahu,14,2018
40459,Fall 2018,96799,University of Hawai`i at Manoa,3,2018
40460,Fall 2018,96756,University of Hawai`i at Manoa,7,2018
40474,Fall 2018,96797,University of Hawai`i - West O`ahu,1,2018
40477,Fall 2018,96786,University of Hawai`i at Hilo,8,2018
40489,Fall 2018,96762,University of Hawai`i at Manoa,11,2018
40500,Fall 2018,96727,Hawai`i Community College,13,2018
40522,Fall 2018,96745,Hawai`i Community College,13,2018
40537,Fall 2018,96706,Windward Community College,10,2018
40542,Fall 2018,96766,Kaua`i Community College,4,2018
40547,Fall 2018,96730,University of Hawai`i at Manoa,3,2018
40554,Fall 2018,96785,University of Hawai`i at Hilo,1,2018
